name,followers,likes,comments,growth_rate,engagement_rate,account_age_days,anomaly_score,anomaly_percentile,transfer_fraud_probability_UNVALIDATED,vetting_action,signals_disagree_flag
influencer_238,118796,4732,311,2.14,3.98,1547,9.5,43.15,0.0,APPROVE - Not a statistical outlier,
influencer_239,1242082,33362,1013,-0.31,2.69,1421,7.5,29.880000000000003,0.0,APPROVE - Not a statistical outlier,
influencer_240,4893680,113168,9874,4.79,2.31,449,17.0,72.11,0.7,APPROVE - Not a statistical outlier,
influencer_241,4893306,703788,58383,14.02,14.38,2966,45.0,98.58,29.0,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_242,4115639,461164,33442,49.37,11.21,2248,33.5,92.67999999999999,31.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_243,2689130,32985,1889,13.04,1.23,163,25.6,86.11,22.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_244,3675515,102792,9986,1.5,2.8,2060,8.1,34.22,1.2,APPROVE - Not a statistical outlier,
influencer_245,1580159,53358,4819,0.81,3.38,1480,5.2,14.57,0.6,APPROVE - Not a statistical outlier,
influencer_246,908317,51994,3720,46.22,5.72,1583,17.9,74.22,26.7,APPROVE - Not a statistical outlier,
influencer_247,2486367,104552,5200,4.8,4.21,1194,2.7,2.62,0.6,APPROVE - Not a statistical outlier,
influencer_248,4516488,21007,1458,30.46,0.47,1899,24.4,84.58,29.3,APPROVE - Not a statistical outlier,
influencer_249,669234,101309,6689,17.15,15.14,1849,29.1,89.52,31.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_250,379480,20417,1052,31.86,5.38,2735,19.7,77.55,18.7,APPROVE - Not a statistical outlier,
influencer_251,792971,13514,601,4.48,1.7,1372,6.5,22.900000000000002,0.0,APPROVE - Not a statistical outlier,
influencer_252,502157,20712,1088,2.54,4.12,1494,5.2,14.57,0.0,APPROVE - Not a statistical outlier,
influencer_253,4379727,192573,12693,12.56,4.4,2256,18.7,75.73,6.3,APPROVE - Not a statistical outlier,
influencer_254,4125499,233485,12666,3.69,5.66,1109,8.9,39.31,0.6,APPROVE - Not a statistical outlier,
influencer_255,2614501,62600,2571,2.64,2.39,1208,1.8,0.67,0.2,APPROVE - Not a statistical outlier,
influencer_256,2922944,168100,13595,-0.57,5.75,1725,13.3,61.56,15.6,APPROVE - Not a statistical outlier,
influencer_257,4328576,736009,46013,43.35,17.0,140,59.2,99.74,40.7,"REJECT - Top 1% anomaly, escalate for manual audit",
influencer_258,4963140,199273,5064,0.57,4.02,2214,15.9,69.27,0.2,APPROVE - Not a statistical outlier,
influencer_259,3084153,39651,1961,1.92,1.29,2309,6.9,25.8,0.1,APPROVE - Not a statistical outlier,
influencer_260,2800487,153155,13905,1.43,5.47,497,14.6,65.66,22.7,APPROVE - Not a statistical outlier,
influencer_261,2905941,106039,8527,3.96,3.65,2809,6.2,20.919999999999998,0.9,APPROVE - Not a statistical outlier,
influencer_262,2101021,409024,18757,17.77,19.47,2558,38.3,95.98,30.3,MANUAL REVIEW - Top 5% anomaly,
influencer_263,4976778,256695,24400,0.21,5.16,843,34.9,93.76,22.2,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_264,1361828,23853,623,4.75,1.75,1302,8.4,36.04,0.0,APPROVE - Not a statistical outlier,
influencer_265,619467,123671,11983,14.96,19.96,1023,46.4,98.8,38.0,MANUAL REVIEW - Top 5% anomaly,
influencer_266,2136619,115257,4570,4.96,5.39,2061,4.6,11.16,0.6,APPROVE - Not a statistical outlier,
influencer_267,3956488,101866,2111,2.41,2.57,352,17.0,72.11,0.1,APPROVE - Not a statistical outlier,
influencer_268,4675351,76904,4207,-0.32,1.64,2999,18.1,74.66000000000001,0.2,APPROVE - Not a statistical outlier,
influencer_269,1708923,57117,2782,4.28,3.34,933,1.7,0.49,0.8,APPROVE - Not a statistical outlier,
influencer_270,129391,5164,325,-0.13,3.99,1571,15.2,67.4,0.0,APPROVE - Not a statistical outlier,
influencer_271,1018026,49061,4108,35.32,4.82,2029,15.0,66.92,24.7,APPROVE - Not a statistical outlier,
influencer_272,4302754,369150,32261,16.8,8.58,1845,30.9,91.01,30.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_273,2270042,332294,17311,16.05,14.64,2683,28.8,89.18,29.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_274,1984509,248545,13517,16.51,12.52,2506,23.6,83.49,30.0,APPROVE - Not a statistical outlier,
influencer_275,117381,6427,204,3.67,5.48,177,15.9,69.27,0.1,APPROVE - Not a statistical outlier,
influencer_276,1522701,90041,2143,-0.65,5.91,1171,15.8,69.04,0.0,APPROVE - Not a statistical outlier,
influencer_277,1621197,67850,4837,-0.34,4.19,879,8.1,34.22,0.8,APPROVE - Not a statistical outlier,
influencer_278,2232660,40370,1015,1.61,1.81,396,10.2,46.94,0.3,APPROVE - Not a statistical outlier,
influencer_279,1779226,98377,7742,1.28,5.53,2927,15.0,66.92,5.6,APPROVE - Not a statistical outlier,
influencer_280,1200386,42988,2713,4.94,3.58,1119,2.9,3.34,0.4,APPROVE - Not a statistical outlier,
influencer_281,3439618,488478,17529,20.8,14.2,2068,28.4,88.79,21.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_282,2015484,113041,7139,0.14,5.61,2890,21.1,79.82000000000001,0.2,APPROVE - Not a statistical outlier,
influencer_283,2938629,140682,4873,4.68,4.79,204,13.0,60.160000000000004,1.0,APPROVE - Not a statistical outlier,
influencer_284,2458184,114515,6309,3.15,4.66,1884,2.2,1.4000000000000001,0.6,APPROVE - Not a statistical outlier,
influencer_285,3144963,142966,12004,1.45,4.55,617,8.1,34.22,0.7,APPROVE - Not a statistical outlier,
influencer_286,4104022,82150,4678,3.44,2.0,524,8.6,37.35,0.3,APPROVE - Not a statistical outlier,
influencer_287,1419175,29164,930,4.4,2.06,1167,5.1,13.919999999999998,0.0,APPROVE - Not a statistical outlier,
influencer_288,3807688,169117,13175,0.08,4.44,1814,12.2,56.76,0.6,APPROVE - Not a statistical outlier,
influencer_289,4925207,103361,3611,0.18,2.1,1200,14.4,64.98,0.2,APPROVE - Not a statistical outlier,
influencer_290,3773962,120516,9530,1.45,3.19,64,22.1,81.38,1.6,APPROVE - Not a statistical outlier,
influencer_291,4192423,205848,12010,0.02,4.91,1028,19.3,76.89,0.6,APPROVE - Not a statistical outlier,
influencer_292,4042776,198894,11197,1.16,4.92,1362,7.3,28.63,0.2,APPROVE - Not a statistical outlier,
influencer_293,2728423,6056,533,49.53,0.22,2615,35.8,94.27,43.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_294,1761427,87383,6701,3.88,4.96,2827,8.0,33.550000000000004,1.2,APPROVE - Not a statistical outlier,
influencer_295,4319427,224312,5076,0.81,5.19,1067,16.7,71.39,0.2,APPROVE - Not a statistical outlier,
influencer_296,3452356,147549,6446,0.69,4.27,403,10.5,48.67,0.2,APPROVE - Not a statistical outlier,
influencer_297,1132565,24261,2175,3.68,2.14,2634,9.4,42.6,1.7,APPROVE - Not a statistical outlier,
influencer_298,3445084,81650,1752,1.29,2.37,1481,8.7,38.05,0.0,APPROVE - Not a statistical outlier,
influencer_299,2928109,75375,4795,3.91,2.57,1781,2.6,2.31,0.0,APPROVE - Not a statistical outlier,
influencer_300,4373578,69278,5419,4.96,1.58,2310,9.7,44.29,0.7,APPROVE - Not a statistical outlier,
influencer_301,2510079,59383,4141,4.88,2.37,734,3.6,6.12,0.4,APPROVE - Not a statistical outlier,
influencer_302,2888004,59134,4780,2.98,2.05,592,4.4,10.09,0.3,APPROVE - Not a statistical outlier,
influencer_303,1932760,63329,4943,1.25,3.28,2964,9.0,39.94,0.6,APPROVE - Not a statistical outlier,
influencer_304,132373,7336,552,-0.61,5.54,2803,20.9,79.47,5.0,APPROVE - Not a statistical outlier,
influencer_305,116294,1770,151,3.43,1.52,1903,14.3,64.75,0.3,APPROVE - Not a statistical outlier,
influencer_306,3133514,610688,43759,45.84,19.49,2153,44.3,98.36,31.0,MANUAL REVIEW - Top 5% anomaly,
influencer_307,4843611,214882,11215,-0.59,4.44,468,18.3,74.91,0.2,APPROVE - Not a statistical outlier,
influencer_308,4336868,64132,3703,-0.96,1.48,1913,9.4,42.6,0.2,APPROVE - Not a statistical outlier,
influencer_309,1427388,80117,6196,3.99,5.61,2009,6.4,22.189999999999998,8.2,APPROVE - Not a statistical outlier,
influencer_310,3852424,148024,13337,-0.39,3.84,728,12.7,58.809999999999995,0.9,APPROVE - Not a statistical outlier,
influencer_311,2216167,62465,2609,-0.51,2.82,1342,4.4,10.09,0.2,APPROVE - Not a statistical outlier,
influencer_312,3887402,185922,8806,4.46,4.78,2992,11.8,55.21,0.6,APPROVE - Not a statistical outlier,
influencer_313,690944,15800,1492,-0.52,2.29,1593,9.8,44.83,0.0,APPROVE - Not a statistical outlier,
influencer_314,689105,22758,1508,25.36,3.3,2968,19.7,77.55,20.3,APPROVE - Not a statistical outlier,
influencer_315,2611910,96819,3322,39.99,3.71,721,17.4,73.3,33.2,APPROVE - Not a statistical outlier,
influencer_316,1990173,103430,7560,3.54,5.2,2330,5.4,16.0,0.9,APPROVE - Not a statistical outlier,
influencer_317,3081761,99875,9913,1.4,3.24,1230,8.3,35.29,0.9,APPROVE - Not a statistical outlier,
influencer_318,1415466,59215,5085,1.52,4.18,2487,6.5,22.900000000000002,0.6,APPROVE - Not a statistical outlier,
influencer_319,446101,9395,748,2.8,2.11,1664,5.9,19.36,0.0,APPROVE - Not a statistical outlier,
influencer_320,1106534,48525,1778,2.03,4.39,1663,3.2,4.42,0.0,APPROVE - Not a statistical outlier,
influencer_321,3228802,156958,14140,-0.89,4.86,156,24.2,84.31,12.2,APPROVE - Not a statistical outlier,
influencer_322,1584593,53338,3310,-0.32,3.37,1536,4.8,12.17,0.2,APPROVE - Not a statistical outlier,
influencer_323,1804649,73785,6725,2.49,4.09,1221,3.9,7.84,1.2,APPROVE - Not a statistical outlier,
influencer_324,1225665,40221,1865,3.76,3.28,2669,4.7,11.61,0.0,APPROVE - Not a statistical outlier,
influencer_325,2295544,448685,11201,36.15,19.55,323,41.1,97.16,27.7,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_326,4354127,151930,8823,3.44,3.49,1396,5.4,16.0,0.6,APPROVE - Not a statistical outlier,
influencer_327,499863,26038,1082,3.63,5.21,1049,6.1,20.380000000000003,0.0,APPROVE - Not a statistical outlier,
influencer_328,368654,18457,1425,-0.73,5.01,2387,13.6,62.64999999999999,0.4,APPROVE - Not a statistical outlier,
influencer_329,2677188,81721,7891,4.37,3.05,2739,10.1,46.379999999999995,1.4,APPROVE - Not a statistical outlier,
influencer_330,3296990,70899,5337,4.34,2.15,2605,6.7,24.240000000000002,1.0,APPROVE - Not a statistical outlier,
influencer_331,1493785,45267,4117,2.19,3.03,2617,6.5,22.900000000000002,0.6,APPROVE - Not a statistical outlier,
influencer_332,798079,40950,2303,0.49,5.13,448,11.2,52.04,1.1,APPROVE - Not a statistical outlier,
influencer_333,4859380,103901,8491,2.55,2.14,473,13.0,60.160000000000004,0.3,APPROVE - Not a statistical outlier,
influencer_334,4043787,146473,12808,2.35,3.62,714,7.2,27.93,0.7,APPROVE - Not a statistical outlier,
influencer_335,3929083,197651,15193,0.34,5.03,2917,16.3,70.39,0.6,APPROVE - Not a statistical outlier,
influencer_336,2700015,74719,4529,2.62,2.77,2313,2.1,1.2,0.2,APPROVE - Not a statistical outlier,
influencer_337,3415527,248148,17387,43.97,7.27,1492,22.6,82.13000000000001,33.6,APPROVE - Not a statistical outlier,
influencer_338,1287125,28679,2180,3.84,2.23,2291,3.6,6.12,1.4,APPROVE - Not a statistical outlier,
influencer_339,3741047,57851,2328,-0.64,1.55,114,20.8,79.32000000000001,0.2,APPROVE - Not a statistical outlier,
influencer_340,449982,22372,1896,0.18,4.97,2871,21.8,80.94,6.0,APPROVE - Not a statistical outlier,
influencer_341,1173622,17543,1684,3.01,1.49,1797,9.0,39.94,0.0,APPROVE - Not a statistical outlier,
influencer_342,2504771,59035,3377,4.16,2.36,114,13.3,61.56,0.0,APPROVE - Not a statistical outlier,
influencer_343,3178825,167700,12759,2.13,5.28,1974,6.9,25.8,1.2,APPROVE - Not a statistical outlier,
influencer_344,997161,27245,2151,3.25,2.73,2142,4.0,8.24,1.0,APPROVE - Not a statistical outlier,
influencer_345,4184839,245450,17912,-0.87,5.87,1699,16.3,70.39,5.2,APPROVE - Not a statistical outlier,
influencer_346,667326,39363,2510,2.65,5.9,692,9.9,45.440000000000005,2.3,APPROVE - Not a statistical outlier,
influencer_347,650150,15222,1378,4.77,2.34,656,8.7,38.05,0.0,APPROVE - Not a statistical outlier,
influencer_348,3376957,40688,2275,2.97,1.2,93,20.4,78.75,1.3,APPROVE - Not a statistical outlier,
influencer_349,119834,5422,134,4.53,4.53,948,13.2,61.160000000000004,0.7,APPROVE - Not a statistical outlier,
influencer_350,3240576,105478,9236,2.4,3.25,1405,4.4,10.09,0.9,APPROVE - Not a statistical outlier,
influencer_351,3199649,48115,3556,4.06,1.5,1211,5.4,16.0,0.0,APPROVE - Not a statistical outlier,
influencer_352,4480125,162346,14276,37.7,3.62,1642,20.9,79.47,25.6,APPROVE - Not a statistical outlier,
influencer_353,4250913,49135,1527,-0.26,1.16,520,14.9,66.64999999999999,0.2,APPROVE - Not a statistical outlier,
influencer_354,4423201,236684,5315,-0.28,5.35,1908,23.2,82.95,0.2,APPROVE - Not a statistical outlier,
influencer_355,1080600,18297,1733,1.93,1.69,1970,8.6,37.35,0.0,APPROVE - Not a statistical outlier,
influencer_356,1026715,16802,534,0.98,1.64,342,9.2,41.25,0.0,APPROVE - Not a statistical outlier,
influencer_357,1439533,27039,2292,3.32,1.88,2692,7.3,28.63,1.7,APPROVE - Not a statistical outlier,
influencer_358,2282230,132399,11367,4.42,5.8,948,8.9,39.31,22.6,APPROVE - Not a statistical outlier,
influencer_359,3504157,407410,31246,24.18,11.63,1912,26.6,87.28,31.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_360,462243,23143,705,0.28,5.01,842,16.7,71.39,0.0,APPROVE - Not a statistical outlier,
influencer_361,2059852,61551,4517,4.59,2.99,1519,2.7,2.62,0.0,APPROVE - Not a statistical outlier,
influencer_362,3260360,87428,7967,2.17,2.68,1356,4.2,9.19,0.9,APPROVE - Not a statistical outlier,
influencer_363,1986588,43157,2332,3.32,2.17,709,3.3,4.8500000000000005,0.0,APPROVE - Not a statistical outlier,
influencer_364,252451,8591,456,4.34,3.4,464,8.4,36.04,0.1,APPROVE - Not a statistical outlier,
influencer_365,4198355,234562,13001,39.47,5.59,711,19.9,77.86999999999999,32.0,APPROVE - Not a statistical outlier,
influencer_366,1753683,72933,1938,2.04,4.16,1188,4.5,10.66,0.0,APPROVE - Not a statistical outlier,
influencer_367,1005646,58684,5361,18.85,5.84,1103,21.0,79.64,34.0,APPROVE - Not a statistical outlier,
influencer_368,972525,38580,3454,34.82,3.97,1485,16.9,71.83,27.9,APPROVE - Not a statistical outlier,
influencer_369,3868500,71520,7140,1.92,1.85,2417,11.4,53.1,1.2,APPROVE - Not a statistical outlier,
influencer_370,4384711,255552,17074,2.23,5.83,2424,13.8,63.29,0.9,APPROVE - Not a statistical outlier,
influencer_371,450395,4838,387,1.91,1.07,2723,16.2,70.1,0.0,APPROVE - Not a statistical outlier,
influencer_372,1261386,42958,1555,1.53,3.41,1400,2.7,2.62,0.0,APPROVE - Not a statistical outlier,
influencer_373,3055390,81482,5980,3.34,2.67,678,3.6,6.12,1.0,APPROVE - Not a statistical outlier,
influencer_374,3380569,109720,7897,0.5,3.25,274,13.2,61.160000000000004,0.2,APPROVE - Not a statistical outlier,
influencer_375,2901603,111808,10297,2.7,3.85,2186,5.4,16.0,0.6,APPROVE - Not a statistical outlier,
influencer_376,2968197,94327,8155,3.28,3.18,2610,6.0,19.939999999999998,1.6,APPROVE - Not a statistical outlier,
influencer_377,223866,38642,3673,21.5,17.26,325,42.0,97.61,42.3,MANUAL REVIEW - Top 5% anomaly,
influencer_378,1136248,52990,4742,0.99,4.66,2189,8.6,37.35,5.6,APPROVE - Not a statistical outlier,
influencer_379,1647711,180099,16118,12.65,10.93,1642,26.7,87.37,29.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_380,1424286,73583,1846,4.67,5.17,2420,7.6,30.54,0.0,APPROVE - Not a statistical outlier,
influencer_381,3696961,83174,7292,2.89,2.25,2178,4.8,12.17,1.0,APPROVE - Not a statistical outlier,
influencer_382,3178945,128672,8826,3.63,4.05,2706,5.9,19.36,0.6,APPROVE - Not a statistical outlier,
influencer_383,3414821,134064,6761,1.43,3.93,1657,3.2,4.42,0.2,APPROVE - Not a statistical outlier,
influencer_384,184062,30928,758,24.93,16.8,57,42.2,97.66,23.3,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_385,2492518,85500,6345,3.03,3.43,2015,2.8,2.96,1.6,APPROVE - Not a statistical outlier,
influencer_386,2842992,157249,7273,44.49,5.53,1590,16.9,71.83,21.6,APPROVE - Not a statistical outlier,
influencer_387,4295539,73420,4215,1.43,1.71,87,20.0,78.01,0.2,APPROVE - Not a statistical outlier,
influencer_388,3221468,66652,4968,2.71,2.07,1551,3.0,3.74,0.4,APPROVE - Not a statistical outlier,
influencer_389,4945505,75545,7021,0.4,1.53,326,20.8,79.32000000000001,0.9,APPROVE - Not a statistical outlier,
influencer_390,804328,37168,3197,23.43,4.62,2211,15.6,68.47999999999999,21.0,APPROVE - Not a statistical outlier,
influencer_391,4063958,7380,413,18.47,0.18,2326,38.0,95.8,44.3,MANUAL REVIEW - Top 5% anomaly,
influencer_392,1044233,60075,3065,2.55,5.75,2627,8.4,36.04,0.9,APPROVE - Not a statistical outlier,
influencer_393,1712741,79614,3119,3.18,4.65,931,2.7,2.62,0.8,APPROVE - Not a statistical outlier,
influencer_394,530525,6685,332,4.16,1.26,1994,10.5,48.67,0.0,APPROVE - Not a statistical outlier,
influencer_395,177615,9628,278,3.4,5.42,1128,11.8,55.21,0.0,APPROVE - Not a statistical outlier,
influencer_396,4382932,172348,16836,40.31,3.93,1707,25.0,85.50999999999999,28.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_397,2736988,196685,12964,45.51,7.19,2911,24.9,85.34,31.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_398,4602020,180827,5465,2.59,3.93,1221,8.8,38.690000000000005,0.2,APPROVE - Not a statistical outlier,
influencer_399,3700391,217597,10493,4.08,5.88,800,8.6,37.35,0.4,APPROVE - Not a statistical outlier,
influencer_400,542252,19854,1265,0.39,3.66,1556,8.4,36.04,0.0,APPROVE - Not a statistical outlier,
influencer_401,1687293,93250,5840,3.89,5.53,1408,4.4,10.09,1.2,APPROVE - Not a statistical outlier,
influencer_402,3613610,121629,2778,35.46,3.37,1278,18.8,75.96000000000001,22.8,APPROVE - Not a statistical outlier,
influencer_403,2165367,42338,4067,4.61,1.96,1584,6.8,25.019999999999996,0.0,APPROVE - Not a statistical outlier,
influencer_404,1905050,126907,5333,24.23,6.66,175,22.5,81.97,15.7,APPROVE - Not a statistical outlier,
influencer_405,145356,5703,121,0.03,3.92,2013,24.0,84.06,0.0,APPROVE - Not a statistical outlier,
influencer_406,4399165,183706,4797,33.38,4.18,1294,19.8,77.71000000000001,20.9,APPROVE - Not a statistical outlier,
influencer_407,3100320,184199,12233,0.12,5.94,1937,20.5,78.92,0.9,APPROVE - Not a statistical outlier,
influencer_408,356612,10499,325,1.69,2.94,2970,14.7,66.07,0.0,APPROVE - Not a statistical outlier,
influencer_409,3601333,558486,13033,30.31,15.51,2421,34.7,93.56,8.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_410,10435,522,26,4.48,5.01,1802,13.2,61.160000000000004,0.3,APPROVE - Not a statistical outlier,
influencer_411,4642860,186731,13037,1.29,4.02,1088,8.6,37.35,0.6,APPROVE - Not a statistical outlier,
influencer_412,1749014,136521,3951,19.74,7.81,2779,27.5,88.11,5.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_413,3722309,677084,30513,41.34,18.19,2078,36.3,94.72,31.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_414,4274085,201375,10757,-0.19,4.71,2049,12.2,56.76,0.2,APPROVE - Not a statistical outlier,
influencer_415,2289627,111094,3639,4.35,4.85,182,12.9,59.67,0.4,APPROVE - Not a statistical outlier,
influencer_416,765121,26764,1618,1.46,3.5,2506,6.1,20.380000000000003,0.0,APPROVE - Not a statistical outlier,
influencer_417,1170748,29573,793,2.68,2.53,537,6.1,20.380000000000003,0.0,APPROVE - Not a statistical outlier,
influencer_418,3503630,205617,4877,0.12,5.87,520,30.5,90.66,0.2,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_419,2583115,111508,6867,-0.13,4.32,374,14.4,64.98,0.2,APPROVE - Not a statistical outlier,
influencer_420,1108677,33716,1342,3.79,3.04,1965,3.2,4.42,0.0,APPROVE - Not a statistical outlier,
influencer_421,289790,6961,192,1.58,2.4,1791,9.6,43.75,0.0,APPROVE - Not a statistical outlier,
influencer_422,2645489,123161,6639,4.92,4.66,250,10.3,47.46,1.0,APPROVE - Not a statistical outlier,
influencer_423,1409836,31170,2905,2.15,2.21,1968,5.4,16.0,1.2,APPROVE - Not a statistical outlier,
influencer_424,1642249,30522,2378,4.07,1.86,1972,4.1,8.7,1.0,APPROVE - Not a statistical outlier,
influencer_425,4845723,176828,15074,4.88,3.65,752,13.1,60.69,1.0,APPROVE - Not a statistical outlier,
influencer_426,3694305,90508,8123,0.69,2.45,557,8.0,33.550000000000004,0.6,APPROVE - Not a statistical outlier,
influencer_427,4467271,185147,18109,3.81,4.14,1552,14.2,64.45,1.2,APPROVE - Not a statistical outlier,
